title,"published at",location,url
"Humans of IconInc: Stevie, our Community and Events Manager","2019-06-12 16:13:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/humans-of-iconinc-stevie
"Leeds Cultural Experiences","2016-11-29 11:13:04","The Glassworks",https://www.iconinc.co.uk/our-community/blog/leeds-cultural-experiences
"Recipe: Satay sweet potato curry","2019-03-06 15:03:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/satay-sweet-potato-curry-recipe
"IconInc ""The Glassworks"" Leeds & Why it’s in the perfect location","2016-08-28 12:41:08","The Glassworks",https://www.iconinc.co.uk/our-community/blog/iconinc-the-glassworks-leeds-why-its-in-the-perfect-location
"5 Highlights From IconInc's Welcome Day","2017-10-06 08:51:51","The Glassworks",https://www.iconinc.co.uk/our-community/blog/5-highlights-from-iconincs-welcome-day
"A Leeds Bucket List For Your Student Life","2018-07-24 08:40:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/leeds-bucket-list-students
"How to revise for your exams: 4 proven techniques","2018-12-06 15:20:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/how-to-revise-for-exams-4-techniques
"The secret to a spooky Halloween","2015-10-14 11:25:45","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-secret-to-a-spooky-halloween
"Here's What Happened At IconInc's Super Bowl Sunday Event","2018-02-07 09:17:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/superbowl-sunday-event
"International supermarkets in Leeds","2019-07-31 10:33:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/international-supermarkets-in-leeds
"IconInc ""The Glassworks"" Leeds & Why it’s in the perfect location","2016-08-28 12:41:08","The Glassworks",https://www.iconinc.co.uk/our-community/blog/iconinc-the-glassworks-leeds-why-its-in-the-perfect-location
"Socializing with other students at IconInc ""The Ascent"" Liverpool","2016-12-05 10:48:14","The Glassworks",https://www.iconinc.co.uk/our-community/blog/socializing-with-other-students-at-iconinc-the-ascent-liverpool
"Easy Work Outs For Gym Beginners","2017-10-12 07:56:17","The Glassworks",https://www.iconinc.co.uk/our-community/blog/easy-work-outs-for-gym-beginners
"The best Bonfire Nights in Leeds","2015-10-26 14:07:52","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-best-bonfire-nights-in-leeds
"Interesting Facts About Leeds","2016-04-04 12:48:30","The Glassworks",https://www.iconinc.co.uk/our-community/blog/interesting-facts-about-leeds
"IconInc featured on BBC Breakfast","2018-12-10 11:30:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/iconinc-featured-on-bbc-breakfast
"The best bars and pubs in Leeds near IconInc ""The Glassworks""","2016-09-03 10:20:38","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-best-bars-and-pubs-in-leeds-near-iconinc-the-glassworks
"Celebrating Chinese New Year At Home And At IconInc","2018-02-20 12:41:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/celebrating-chinese-new-year-at-iconinc
"IconInc Scoops Interior Design Concept Award At Northern Design Awards","2015-11-05 13:03:47","The Glassworks",https://www.iconinc.co.uk/our-community/blog/iconinc-scoops-interior-design-concept-award-at-northern-design-awards
"7 ways that wellbeing comes first at IconInc","2019-03-18 15:26:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/7-ways-that-wellbeing-comes-first-at-iconinc
"Harriet’s top vegan food buys for students","2019-07-10 11:21:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/harriets-top-vegan-food-buys-for-students
"Why The UK Is The Best Place For International Students To Study","2017-10-30 10:26:40","The Glassworks",https://www.iconinc.co.uk/our-community/blog/why-the-uk-is-the-best-place-for-international-students-to-study
"All about Bonfire Night and where to celebrate","2018-10-29 09:18:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/bonfire-night-and-where-to-celebrate
"Top cities to visit near Leeds","2016-04-06 11:52:26","The Glassworks",https://www.iconinc.co.uk/our-community/blog/top-cities-to-visit-near-leeds
"Recipe: Vegan ramen","2019-08-05 10:54:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/vegan-ramen-recipe
"The best bars and pubs in Leeds near IconInc ""The Glassworks""","2016-09-03 10:20:38","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-best-bars-and-pubs-in-leeds-near-iconinc-the-glassworks
"The Edge, Leeds: A Closer Look At The Unrivalled Facilities","2017-11-09 12:25:57","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-edge-leeds-a-closer-look-at-the-unrivalled-facilities
"Inspiring Women On International Women's Day","2018-03-07 15:07:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/inspiring-women-international-womens-day
"The Benefits Of All Inclusive Luxury Student Living At IconInc","2017-08-17 11:19:09","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-benefits-of-all-inclusive-luxury-student-living-at-iconinc
"Three simple stretches to get rid of exam revision aches","2018-12-19 08:41:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/three-stretches-for-exam-revision-aches
"Around Leeds in 7 Cuisines","2015-11-12 10:39:40","The Glassworks",https://www.iconinc.co.uk/our-community/blog/around-leeds-in-7-cuisines
"Top Attractions For Students In Leeds","2016-04-11 12:29:10","The Glassworks",https://www.iconinc.co.uk/our-community/blog/top-attractions-for-students-in-leeds
"The Edge, Leeds: A Closer Look At The Unrivalled Facilities","2017-11-09 12:25:57","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-edge-leeds-a-closer-look-at-the-unrivalled-facilities
"The best indie films of 2018","2018-11-06 19:27:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/best-indie-films-2018
"Introducing IconInc","2015-02-11 14:41:40","The Glassworks",https://www.iconinc.co.uk/our-community/blog/introducing-iconinc
"Recipe: Shakshuka","2019-03-26 16:55:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/shakshuka-recipe
"The best places to eat in Leeds near IconInc ""The Glassworks""","2016-09-08 12:58:08","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-best-places-to-eat-in-leeds-near-iconinc-the-glassworks
"The Benefits Of All Inclusive Luxury Student Living At IconInc","2017-08-17 11:19:09","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-benefits-of-all-inclusive-luxury-student-living-at-iconinc
"Here's How To Successfully Finish The University Year","2018-05-09 09:47:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/successfully-finish-the-university-year
"Reasons Why You Should Study In Leeds","2015-12-23 09:53:51","The Glassworks",https://www.iconinc.co.uk/our-community/blog/reasons-why-you-should-study-in-leeds
"Fascinating things About Leeds For Students","2016-04-12 14:30:35","The Glassworks",https://www.iconinc.co.uk/our-community/blog/fascinating-things-about-leeds-for-students
"Life in lockdown","2020-04-01 09:03:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/life-in-lockdown
"Top 3 New Year’s Resolutions That IconInc Will Help You Keep","2017-11-20 11:07:17","The Glassworks",https://www.iconinc.co.uk/our-community/blog/top-3-new-years-resolutions-that-iconinc-will-help-you-keep
"'Fakeaway' recipes to satisfy those cravings!","2020-04-14 09:20:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/fakeaways
"The best places to eat in Leeds near IconInc ""The Glassworks""","2016-09-08 12:58:08","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-best-places-to-eat-in-leeds-near-iconinc-the-glassworks
"IconInc launches the Glassworks in Leeds","2016-05-18 14:06:12","The Glassworks",https://www.iconinc.co.uk/our-community/blog/iconinc-launches-the-glassworks-in-leeds
"It's not goodbye, but see you soon!","2020-05-06 09:26:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/seeyousoon
"The Top Places In Leeds To Watch The Royal Wedding","2018-05-09 13:32:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/royal-wedding-leeds
"Quick and easy Halloween costumes","2018-10-18 17:12:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/quick-and-easy-halloween-costumes
"London to Leeds – Burger Bars","2015-02-11 14:48:18","The Glassworks",https://www.iconinc.co.uk/our-community/blog/london-to-leeds-burger-bars
"Tips to make new friends at IconInc","2018-12-20 14:25:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/tips-to-make-new-friends-at-iconinc
"What is it Like To Live in Leeds","2015-12-29 09:25:43","The Glassworks",https://www.iconinc.co.uk/our-community/blog/what-is-it-like-to-live-in-leeds
"Recipe: Chicken gyro","2019-04-10 17:42:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/chicken-gyro-recipe
"Tips to maximise your exam revision","2020-06-03 15:59:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/tips-to-maximise-your-exam-revision
"Settling Into Life At University In Leeds","2017-08-25 08:54:47","The Glassworks",https://www.iconinc.co.uk/our-community/blog/settling-into-life-at-university-in-leeds
"Cool things you might not know about IconInc","2019-01-18 09:24:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/cool-things-you-might-not-know-about-iconinc
"IconInc launches the Glassworks in Leeds","2016-05-18 14:06:12","The Glassworks",https://www.iconinc.co.uk/our-community/blog/iconinc-launches-the-glassworks-in-leeds
"Events Review - Lauren's Top 5 ","2020-07-13 09:12:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/eventsreview-laurenstop5
"An International Student Checklist: Let Us Take Care Of Your Student Accommodation","2017-11-30 14:09:17","The Glassworks",https://www.iconinc.co.uk/our-community/blog/an-international-student-checklist-let-us-take-care-of-your-student-accommodation
"How To Get Involved In The IconInc Community","2018-05-14 11:53:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/get-involved-in-iconinc-community
"Leeds Student Icon 2015","2015-02-16 08:54:19","The Glassworks",https://www.iconinc.co.uk/our-community/blog/leeds-student-icon-2015
"Content Producer? Social Butterfly? We're looking for Student Icons!","2020-09-11 13:40:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/studenticons
"Everything you need to know about IconInc ""The Ascent"" in Liverpool","2016-10-25 11:39:50","The Glassworks",https://www.iconinc.co.uk/our-community/blog/everything-you-need-to-know-about-iconinc-the-ascent-in-liverpool
"Settling Into Life At University In Leeds","2017-08-25 08:54:47","The Glassworks",https://www.iconinc.co.uk/our-community/blog/settling-into-life-at-university-in-leeds
"Finding Your Way Around Leeds","2016-01-04 10:25:02","The Glassworks",https://www.iconinc.co.uk/our-community/blog/finding-your-way-around-leeds
"A bodyweight circuit training workout for beginners","2019-04-16 12:13:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/bodyweight-circuit-training-workout-for-beginners
"LIVERPOOL, WE’RE COMING FOR YOU!","2016-06-03 11:19:57","The Glassworks",https://www.iconinc.co.uk/our-community/blog/liverpool-were-coming-for-you
"What You See Is What You Get At IconInc","2017-12-05 10:53:11","The Glassworks",https://www.iconinc.co.uk/our-community/blog/what-you-see-is-what-you-get-at-iconinc
"Rebecca Marsden's IconInc Student Profile","2015-03-04 12:58:56","The Glassworks",https://www.iconinc.co.uk/our-community/blog/rebecca-marsdens-iconinc-student-profile
"What Is It Like To Study In Leeds?","2016-01-04 10:38:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/what-is-it-like-to-study-in-leeds
"Humans of IconInc: Nathan, our Dual Site Manager","2020-09-30 15:21:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/humansoficoninc-nathan
"6 Benefits Of Having a 24 Hour Concierge","2017-09-05 13:09:49","The Glassworks",https://www.iconinc.co.uk/our-community/blog/6-benefits-of-having-a-24-hour-concierge
"Get Out Of The City: The Best Day Trips In Yorkshire","2018-05-14 14:55:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-best-day-trips-in-yorkshire
"Everything you need to know about IconInc “The Glassworks” in Leeds","2016-10-25 12:28:18","The Glassworks",https://www.iconinc.co.uk/our-community/blog/everything-you-need-to-know-about-iconinc-the-glassworks-in-leeds
"What You See Is What You Get At IconInc","2017-12-05 10:53:11","The Glassworks",https://www.iconinc.co.uk/our-community/blog/what-you-see-is-what-you-get-at-iconinc
"Winner of the Leeds Student Icon 2015 competition is revealed","2015-06-02 10:47:20","The Glassworks",https://www.iconinc.co.uk/our-community/blog/winner-of-the-leeds-student-icon-2015-competition-is-revealed
"An Insight Into Leeds Student Union","2016-02-04 17:12:06","The Glassworks",https://www.iconinc.co.uk/our-community/blog/an-insight-into-leeds-student-union
"Area guide: The Glassworks","2019-04-29 15:50:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/area-guide-the-glassworks
"Recipe: Okonomiyaki","2019-05-07 14:12:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/okonomiyaki-recipe
"The best Thai restaurants in Leeds","2016-06-16 15:06:04","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-best-thai-restaurants-in-leeds
"Tips for Online Studying","2020-10-07 18:10:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/tipsforstudyingonline
"Leeds' New Luxury Student Accommodation, The Glassworks, Is Officially Open!","2017-09-05 15:28:49","The Glassworks",https://www.iconinc.co.uk/our-community/blog/leeds-new-luxury-student-accommodation-the-glassworks-is-officially-open
"Celebrating The Royal Wedding At IconInc's Summer Party","2018-05-29 10:11:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/royal-wedding-at-iconinc
"Gearing up for Welcome Week","2018-09-19 15:19:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/gearing-up-for-welcome-week
"The Cost of Student Living in Leeds","2016-02-08 16:39:07","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-cost-of-student-living-in-leeds
"Everything you need to know about IconInc “The Glassworks” in Leeds","2016-10-25 12:28:18","The Glassworks",https://www.iconinc.co.uk/our-community/blog/everything-you-need-to-know-about-iconinc-the-glassworks-in-leeds
"IconInc's Christmas Party 2017","2017-12-12 12:03:44","The Glassworks",https://www.iconinc.co.uk/our-community/blog/iconincs-christmas-party-2017
"Humans of IconInc: Reece our 24 hour concierge","2019-02-14 15:46:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/humans-of-iconinc-reece
"Leeds' New Luxury Student Accommodation, The Glassworks, Is Officially Open!","2017-09-05 15:28:49","The Glassworks",https://www.iconinc.co.uk/our-community/blog/leeds-new-luxury-student-accommodation-the-glassworks-is-officially-open
"6 fun-filled nights out in Leeds","2015-08-26 11:42:17","The Glassworks",https://www.iconinc.co.uk/our-community/blog/6-fun-filled-nights-out-in-leeds
"Joe’s top 10 books to read and relax","2019-02-27 16:59:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/joes-top-ten-books
"An Overview of Student Nightlife In Leeds","2016-02-16 13:03:09","The Glassworks",https://www.iconinc.co.uk/our-community/blog/an-overview-of-student-nightlife-in-leeds
"Things to do in Leeds without a car","2016-06-20 14:44:35","The Glassworks",https://www.iconinc.co.uk/our-community/blog/things-to-do-in-leeds-without-a-car
"5 reasons why Leeds is the best student city in England","2016-10-31 10:57:50","The Glassworks",https://www.iconinc.co.uk/our-community/blog/5-reasons-why-leeds-is-the-best-student-city-in-england
"IconInc's Christmas Party 2017","2017-12-12 12:03:44","The Glassworks",https://www.iconinc.co.uk/our-community/blog/iconincs-christmas-party-2017
"How To Hold A World Cup Party At IconInc","2018-05-30 10:06:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/world-cup-party-at-iconinc
"Things to do this Christmas in Leeds and Liverpool","2018-11-14 14:59:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/things-to-do-this-christmas
"Catching up with Chris Hale","2019-02-28 11:37:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/catching-up-with-chris-hale
"Salah is designing an arm for the Ai-Da artist robot","2019-03-22 12:07:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/salah-designing-arm-for-aida-robot
"IconInc Extras That Will Make Your Stay Even More Luxurious","2017-09-13 07:16:15","The Glassworks",https://www.iconinc.co.uk/our-community/blog/iconinc-extras-that-will-make-your-stay-even-more-luxurious
"Our favourite boutiques and shops to Feng Sui your flat","2015-09-10 14:06:56","The Glassworks",https://www.iconinc.co.uk/our-community/blog/our-favourite-boutiques-and-shops-to-feng-sui-your-flat
"Things you can do to Make Student Living in the UK feel more like Home","2016-03-01 16:09:56","The Glassworks",https://www.iconinc.co.uk/our-community/blog/things-you-can-do-to-make-student-living-in-the-uk-feel-more-like-home
"Preparing For Life As A Leeds Uni Student","2016-08-04 11:12:39","The Glassworks",https://www.iconinc.co.uk/our-community/blog/preparing-for-life-as-a-leeds-uni-student
"Gift shopping ideas on a student budget","2020-11-26 12:41:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/gift-shopping-ideas-on-student-budget
"Recipe: Posh pot noodle","2019-05-24 09:25:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/posh-pot-noodle-recipe
"IconInc ""The Ascent"" Liverpool & Why it’s in the perfect location","2016-11-07 09:50:33","The Glassworks",https://www.iconinc.co.uk/our-community/blog/iconinc-the-ascent-liverpool-why-its-in-the-perfect-location
"The Perks Of Living At IconInc","2018-01-29 14:23:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/the-perks-of-living-at-iconinc
"How Mido is making his time in the UK count","2018-11-19 16:53:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/how-mido-is-making-his-time-in-the-uk-count
"How to celebrate Christmas at IconInc","2018-11-26 12:49:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/how-to-celebrate-christmas-at-iconinc
"What’s on in March","2019-03-01 09:46:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/whats-on-march
"What to Wear on a Night out in Leeds","2016-08-07 12:05:40","The Glassworks",https://www.iconinc.co.uk/our-community/blog/what-to-wear-on-a-night-out-in-leeds
"Meet Mido And Find Out What He Thinks Of IconInc And Life In Leeds","2018-01-31 16:23:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/meet-mido-iconinc-ambassador
"Enjoying A Sports Day At IconInc","2018-06-15 13:51:00","The Glassworks",https://www.iconinc.co.uk/our-community/blog/sports-day-iconinc
